21081,54608865
21061,546416
21066,546416
21071,546416
21076,546416
21062,546416
21077,546416
21067,546416
21072,546416
21063,546416
21068,546416
21073,546416
21078,546416
21064,546416
21074,546416
21069,546416
21079,546416
21065,546416
21070,546416
21080,546416
21075,546416
21082,54608865
21086,54608865
21083,54608865
21087,54608865
21088,54608865
21084,54608865
21089,54608865
21085,54608865
21091,54608865
21096,54608865
21090,54608865
21092,54608865
21097,54608865
21093,54608865
21098,54608865
21094,54608865
21099,54608865
21095,54608865
21100,54608865
21101,11106426
21106,11106426
21111,11106426
21116,11106426
21112,11106426
21107,11106426
21102,11106426
21117,11106426
21108,11106426
21113,11106426
21103,11106426
21118,11106426
21109,11106426
21114,11106426
21119,11106426
21104,11106426
21110,11106426
21115,11106426
21120,11106426
21105,11106426
21121,9494450
21126,9494450
21131,9494450
21136,9494450
21122,9494450
21123,9494450
21124,9494450
21125,9494450
21127,9494450
21137,9494450
21132,9494450
21128,9494450
21138,9494450
21133,9494450
21129,9494450
21139,9494450
21134,9494450
21130,9494450
21140,9494450
21135,9494450
21141,5979944
21146,5979944
21151,5979944
21156,5979944
21142,5979944
21147,5979944
21152,5979944
21157,5979944
21143,5979944
21148,5979944
21158,5979944
21153,5979944
21144,5979944
21149,5979944
21159,5979944
21154,5979944
21145,5979944
21160,5979944
21150,5979944
21155,5979944
21161,4035388
21166,4035388
21171,4035388
21176,4035388
21162,4035388
21177,4035388
21167,4035388
21172,4035388
21163,4035388
21178,4035388
21173,4035388
21168,4035388
21174,4035388
21179,4035388
21169,4035388
21164,4035388
21175,4035388
21180,4035388
21170,4035388
21165,4035388
21181,4995562
21186,4995562
21182,4995562
21187,4995562
21183,4995562
21188,4995562
21184,4995562
21189,4995562
21185,4995562
21191,4995562
21196,4995562
21190,4995562
21192,4995562
21193,4995562
21194,4995562
21195,4995562
21197,4995562
21198,4995562
21199,4995562
21200,4995562
21002,158137614
21003,158137614
21004,158137614
21005,158137614
21006,158137614
21007,158137614
21008,158137614
21009,158137614
21010,158137614
21011,158137614
21012,158137614
21013,158137614
21014,158137614
21015,158137614
21016,158137614
21017,158137614
21018,158137614
21019,158137614
21020,158137614
21021,70324473
21022,70324473
21023,70324473
21024,70324473
21025,70324473
21026,70324473
21027,70324473
21028,70324473
21029,70324473
21030,70324473
21031,70324473
21032,70324473
21033,70324473
21034,70324473
21035,70324473
21036,70324473
21037,70324473
21038,70324473
21039,70324473
21040,70324473
21041,28642848
21042,28642848
21043,28642848
21044,28642848
21045,28642848
21046,28642848
21047,28642848
21048,28642848
21049,28642848
21050,28642848
21051,28642848
21052,28642848
21053,28642848
21054,28642848
21055,28642848
21056,28642848
21057,28642848
21058,28642848
21059,28642848
21060,28642848
21001,158137614
